hsa-mir-3173
hsa-mir-4256
hsa-mir-424
hsa-mir-6730
hsa-mir-153-2
hsa-let-7a-2
hsa-mir-369
hsa-mir-4673
hsa-mir-6888
hsa-mir-383
hsa-mir-6843
hsa-mir-4728
hsa-mir-1224
hsa-mir-5707
hsa-mir-3141
hsa-mir-505
hsa-mir-6762
hsa-mir-518d
hsa-mir-6829
hsa-mir-219a-1
hsa-mir-582
hsa-mir-760
hsa-mir-30a
hsa-mir-6731
hsa-mir-6718
hsa-mir-324
hsa-mir-573
hsa-mir-3137
hsa-mir-195
hsa-mir-654
hsa-mir-363
hsa-mir-6087
hsa-mir-141
hsa-mir-1226
hsa-mir-548y
hsa-mir-219b
hsa-let-7f-1
hsa-mir-342
hsa-mir-7846
hsa-mir-4665
hsa-mir-7845
hsa-mir-4453
hsa-mir-6863
hsa-mir-6797
hsa-mir-6837
hsa-mir-1283-2
hsa-mir-1275
hsa-mir-519a-1
hsa-mir-100
hsa-mir-5691
hsa-mir-4762
hsa-mir-500b
hsa-mir-939
hsa-mir-4744
hsa-mir-4424
hsa-mir-4442
hsa-mir-3653
hsa-mir-452
hsa-mir-138-1
hsa-mir-183
hsa-mir-2467
hsa-mir-4432
hsa-mir-16-2
hsa-mir-513c
hsa-mir-498
hsa-mir-129-1
hsa-mir-29c
hsa-mir-1234
hsa-mir-320b-2
hsa-mir-514a-1
hsa-mir-3168
hsa-mir-4652
hsa-mir-1972-1
hsa-mir-519b
hsa-mir-6808
hsa-mir-198
hsa-mir-34b
hsa-mir-6752
hsa-mir-4306
hsa-mir-8072
hsa-mir-4717
hsa-mir-1228
hsa-mir-574
hsa-mir-487b
hsa-mir-345
hsa-mir-340
hsa-mir-519c
hsa-mir-500a
hsa-mir-675
hsa-mir-4769
hsa-mir-5091
hsa-mir-744
hsa-mir-618
hsa-mir-4681
hsa-mir-1185-2
hsa-mir-5188
hsa-mir-6880
hsa-mir-4691
hsa-mir-181b-1
hsa-mir-4507
hsa-mir-147b
hsa-mir-4419b
hsa-mir-1254-2
hsa-mir-7977
hsa-mir-7844
hsa-mir-1251
hsa-mir-374a
hsa-mir-7974
hsa-mir-6515
hsa-mir-4439
hsa-mir-380
hsa-mir-192
hsa-mir-320c-2
hsa-mir-6511b-1
hsa-mir-30c-2
hsa-mir-23a
hsa-mir-210
hsa-mir-6728
hsa-mir-4511
hsa-mir-181b-2
hsa-mir-588
hsa-mir-5689
hsa-mir-6756
hsa-mir-516b-2
hsa-mir-4648
hsa-mir-6895
hsa-mir-105-2
hsa-mir-944
hsa-mir-575
hsa-mir-6080
hsa-mir-1295b
hsa-mir-3177
hsa-mir-525
hsa-mir-6821
hsa-mir-3619
hsa-mir-4746
hsa-mir-200a
hsa-mir-6778
hsa-mir-4668
hsa-mir-539
hsa-mir-431
hsa-mir-20a
hsa-mir-27a
hsa-mir-197
hsa-mir-4704
hsa-mir-6719
hsa-mir-7112
hsa-mir-3150a
hsa-mir-6760
hsa-mir-365a
hsa-mir-4635
hsa-mir-639
hsa-mir-99a
hsa-mir-1248
hsa-mir-132
hsa-mir-4448
hsa-mir-4479
hsa-mir-26a-1
hsa-mir-5680
hsa-mir-3618
hsa-mir-4451
hsa-mir-629
hsa-mir-4643
hsa-mir-4785
hsa-mir-6844
hsa-mir-526b
hsa-mir-6126
hsa-mir-125b-1
hsa-mir-1-2
hsa-mir-548w
hsa-mir-208a
hsa-mir-6860
hsa-mir-376b
hsa-mir-4310
hsa-mir-510
hsa-mir-6727
hsa-mir-1306
hsa-mir-3662
hsa-mir-3607
hsa-mir-34a
hsa-mir-92a-2
hsa-mir-6848
hsa-mir-605
hsa-mir-3181
hsa-mir-196a-1
hsa-mir-609
hsa-mir-21
hsa-mir-4653
hsa-mir-4709
hsa-mir-4646
hsa-mir-515-1
hsa-mir-4705
hsa-mir-484
hsa-mir-7976
hsa-mir-1283-1
hsa-mir-708
hsa-mir-136
hsa-mir-3131
hsa-mir-642a
hsa-mir-337
hsa-mir-3684
hsa-mir-6783
hsa-mir-5186
hsa-mir-130b
hsa-mir-154
hsa-mir-320a
hsa-mir-6893
hsa-mir-645
hsa-mir-129-2
hsa-mir-5092
hsa-mir-4662a
hsa-let-7d
hsa-mir-6130
hsa-mir-3940
hsa-mir-4506
hsa-mir-584
hsa-mir-516a-1
hsa-mir-577
hsa-mir-3616
hsa-mir-211
hsa-mir-3192
hsa-mir-4777
hsa-mir-191
hsa-mir-3160-2
hsa-mir-937
hsa-mir-6894
hsa-mir-4774
hsa-mir-4754
hsa-mir-6838
hsa-mir-5189
hsa-mir-7156
hsa-mir-4449
hsa-mir-4713
hsa-mir-7641-1
hsa-mir-3617
hsa-mir-662
hsa-mir-4436b-1
hsa-mir-3130-2
hsa-mir-155
hsa-mir-199a-1
hsa-mir-26a-2
hsa-mir-3923
hsa-mir-6780a
hsa-mir-6845
hsa-mir-1914
hsa-mir-628
hsa-mir-4775
hsa-mir-6867
hsa-mir-5705
hsa-mir-3921
hsa-mir-6784
hsa-mir-563
hsa-mir-548b
hsa-mir-942
hsa-mir-3199-2
hsa-mir-4536-1
hsa-mir-1270
hsa-mir-3157
hsa-mir-590
hsa-mir-943
hsa-mir-1197
hsa-mir-520g
hsa-mir-128-1
hsa-mir-7-1
hsa-mir-1249
hsa-mir-600
hsa-mir-4678
hsa-mir-29a
hsa-mir-497
hsa-mir-4263
hsa-mir-876
hsa-mir-152
hsa-mir-3917
hsa-mir-6794
hsa-mir-6804
hsa-mir-3942
hsa-mir-19b-1
hsa-mir-5001
hsa-mir-887
hsa-mir-4435-1
hsa-mir-6813
hsa-mir-578
hsa-mir-6870
hsa-mir-127
hsa-mir-4529
hsa-mir-548f-4
hsa-mir-6853
hsa-mir-19b-2
hsa-mir-3934
hsa-mir-320e
hsa-mir-509-3
hsa-mir-3913-2
hsa-mir-6847
hsa-mir-3650
hsa-mir-4465
hsa-mir-936
hsa-mir-466
hsa-mir-892b
hsa-mir-4296
hsa-mir-425
hsa-mir-193b
hsa-mir-1285-2
hsa-mir-5582
hsa-mir-3927
hsa-mir-145
hsa-mir-365b
hsa-mir-548al
hsa-mir-106b
hsa-mir-3677
hsa-mir-6873
hsa-mir-711
hsa-mir-4640
hsa-mir-4683
hsa-mir-4723
hsa-mir-6742
hsa-mir-6793
hsa-mir-222
hsa-mir-4783
hsa-mir-3910-2
hsa-mir-3591
hsa-mir-1913
hsa-mir-6073
hsa-mir-320d-2
hsa-mir-4685
hsa-mir-4636
hsa-mir-4417
hsa-mir-6503
hsa-mir-1296
hsa-mir-599
hsa-mir-548ar
hsa-mir-204
hsa-mir-548au
hsa-mir-1225
hsa-mir-2116
hsa-mir-6832
hsa-mir-6798
hsa-mir-5681a
hsa-mir-3689d-1
hsa-mir-24-2
hsa-mir-1293
hsa-mir-451a
hsa-mir-4520-1
hsa-mir-6877
hsa-mir-4752
hsa-mir-4793
hsa-mir-503
hsa-mir-128-2
hsa-mir-581
hsa-mir-3128
hsa-mir-3200
hsa-mir-655
hsa-mir-1250
hsa-mir-4771-2
hsa-mir-517a
hsa-mir-92b
hsa-mir-4772
hsa-mir-4315-2
hsa-mir-4651
hsa-mir-875
hsa-mir-3074
hsa-mir-4484
hsa-mir-518f
hsa-mir-1287
hsa-mir-6786
hsa-mir-555
hsa-mir-31
hsa-mir-3186
hsa-mir-4773-2
hsa-mir-219a-2
hsa-mir-188
hsa-mir-631
hsa-mir-6132
hsa-mir-194-1
hsa-mir-139
hsa-mir-6787
hsa-mir-3667
hsa-mir-4427
hsa-mir-200c
hsa-mir-4522
hsa-mir-873
hsa-mir-409
hsa-mir-4528
hsa-mir-3660
hsa-mir-499b
hsa-mir-5696
hsa-mir-370
hsa-mir-93
hsa-mir-4720
hsa-mir-548ag-2
hsa-mir-548k
hsa-mir-372
hsa-mir-4748
hsa-mir-3651
hsa-mir-3126
hsa-mir-512-1
hsa-mir-3143
hsa-mir-19a
hsa-mir-518e
hsa-mir-181a-1
hsa-mir-4695
hsa-mir-4719
hsa-mir-4790
hsa-mir-135a-1
hsa-mir-5585
hsa-mir-4761
hsa-mir-4286
hsa-let-7a-3
hsa-mir-375
hsa-mir-1247
hsa-mir-501
hsa-mir-1266
hsa-mir-5708
hsa-mir-196a-2
hsa-mir-20b
hsa-mir-544a
hsa-mir-8083
hsa-mir-627
hsa-mir-4784
hsa-mir-518b
hsa-mir-217
hsa-mir-146b
hsa-mir-3175
hsa-mir-205
hsa-mir-548ba
hsa-let-7f-2
hsa-mir-4517
hsa-mir-30d
hsa-mir-548aq
hsa-mir-561
hsa-mir-4690
hsa-mir-495
hsa-mir-548a-3
hsa-mir-671
hsa-mir-1307
hsa-mir-5682
hsa-mir-551b
hsa-mir-4436a
hsa-mir-16-1
hsa-mir-362
hsa-mir-4715
hsa-mir-549a
hsa-mir-670
hsa-mir-377
hsa-mir-182
hsa-mir-33a
hsa-let-7e
hsa-mir-6871
hsa-mir-5572
hsa-let-7g
hsa-mir-508
hsa-mir-3654
hsa-mir-7855
hsa-mir-651
hsa-mir-6501
hsa-mir-142
hsa-mir-6077
hsa-mir-1273c
hsa-mir-589
hsa-mir-23c
hsa-mir-616
hsa-mir-5579
hsa-mir-4800
hsa-mir-320b-1
hsa-mir-6820
hsa-mir-4505
hsa-mir-301a
hsa-mir-4689
hsa-mir-933
hsa-mir-570
hsa-mir-28
hsa-mir-4778
hsa-mir-5192
hsa-mir-27b
hsa-mir-17
hsa-mir-7854
hsa-mir-199b
hsa-mir-4679-1
hsa-mir-4258
hsa-mir-24-1
hsa-mir-512-2
hsa-mir-1181
hsa-mir-149
hsa-mir-3941
hsa-mir-668
hsa-mir-941-1
hsa-mir-3065
hsa-mir-6772
hsa-mir-6715a
hsa-mir-2277
hsa-mir-18a
hsa-mir-6504
hsa-mir-130a
hsa-mir-602
hsa-mir-1295a
hsa-mir-3191
hsa-mir-30c-1
hsa-mir-4423
hsa-mir-4698
hsa-mir-450a-1
hsa-mir-10b
hsa-mir-1343
hsa-mir-5692c-2
hsa-mir-6512
hsa-mir-3689e
hsa-mir-423
hsa-mir-579
hsa-mir-564
hsa-mir-3613
hsa-mir-124-3
hsa-mir-1286
hsa-let-7i
hsa-mir-4521
hsa-mir-323b
hsa-mir-105-1
hsa-mir-511
hsa-mir-889
hsa-mir-3154
hsa-mir-378h
hsa-mir-218-2
hsa-mir-4657
hsa-mir-556
hsa-mir-4461
hsa-mir-6090
hsa-mir-509-2
hsa-mir-652
hsa-mir-520d
hsa-mir-4680
hsa-mir-4491
hsa-mir-224
hsa-mir-5687
hsa-mir-1269b
hsa-mir-4757
hsa-mir-3145
hsa-mir-940
hsa-mir-135a-2
hsa-mir-3945
hsa-mir-6815
hsa-mir-143
hsa-mir-3164
hsa-mir-504
hsa-mir-1587
hsa-mir-550a-2
hsa-mir-298
hsa-mir-545
hsa-mir-769
hsa-mir-1825
hsa-let-7a-1
hsa-mir-203b
hsa-mir-3658
hsa-mir-891a
hsa-mir-30b
hsa-mir-221
hsa-mir-1262
hsa-mir-1911
hsa-mir-92a-1
hsa-mir-4766
hsa-mir-4670
hsa-mir-1469
hsa-mir-548d-2
hsa-mir-3944
hsa-mir-134
hsa-mir-6771
hsa-mir-6715b
hsa-mir-3147
hsa-mir-2276
hsa-mir-6852
hsa-mir-4474
hsa-mir-3928
hsa-mir-5681b
hsa-mir-3182
hsa-mir-513a-1
hsa-mir-374b
hsa-mir-6124
hsa-mir-186
hsa-mir-3116-2
hsa-mir-3682
hsa-mir-4429
hsa-mir-4687
hsa-mir-5002
hsa-mir-509-1
hsa-mir-4473
hsa-mir-6774
hsa-mir-1538
hsa-mir-9-1
hsa-mir-15b
hsa-mir-6076
hsa-mir-513b
hsa-mir-3938
hsa-mir-3115
hsa-mir-615
hsa-mir-4633
hsa-mir-4747
hsa-mir-548ai
hsa-mir-1271
hsa-mir-4662b
hsa-mir-4721
hsa-mir-382
hsa-mir-103a-2
hsa-mir-3153
